NUM;FECHA_CORTE;PERIODO;TIPO_LARGA_DISTANCIA;EMPRESA;CÓDIGO;TIPO_TRÁFICO;TRÁFICO;;;;;;;;
17181;20240617;201911;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;17,341.63;;;;;;;;
17182;20240617;201911;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;6,479.45;;;;;;;;
17183;20240617;201911;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;9,809.16;;;;;;;;
17184;20240617;201911;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;424.22;;;;;;;;
17185;20240617;201911;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;4,686,526.93;;;;;;;;
17186;20240617;201911;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;42,425.16;;;;;;;;
17187;20240617;201911;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;19,517.60;;;;;;;;
17188;20240617;201911;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;477,384.35;;;;;;;;
17189;20240617;201911;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;34,210.68;;;;;;;;
17190;20240617;201911;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;16,443,672.64;;;;;;;;
17191;20240617;201911;Larga Distancia Nacional;VIETTEL PERU S.A.C.;A;Preselección;271.63;;;;;;;;
17192;20240617;201911;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;B;Llamada por Llamada;156.54;;;;;;;;
17193;20240617;201911;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;795,960.10;;;;;;;;
17194;20240617;201911;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,912,493.30;;;;;;;;
17195;20240617;201911;Larga Distancia Internacional - Saliente;WIN EMPRESAS S.A.C.;G;Otros tráficos no incluidos;53,421.66;;;;;;;;
17196;20240617;201911;Larga Distancia Internacional - Entrante;WIN EMPRESAS S.A.C.;H;No reportado;29,578.36;;;;;;;;
17197;20240617;201912;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;615,241.90;;;;;;;;
17198;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;489,744.37;;;;;;;;
17199;20240617;201912;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;37,976.31;;;;;;;;
17200;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;3,075.06;;;;;;;;
17201;20240617;201912;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;98,626.32;;;;;;;;
17202;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;72,326.32;;;;;;;;
17203;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;4,319,596.65;;;;;;;;
17204;20240617;201912;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;2,898.60;;;;;;;;
17205;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;26,463.96;;;;;;;;
17206;20240617;201912;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de Interoperabilidad - 15XX;38.23;;;;;;;;
17207;20240617;201912;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;25,138,639.80;;;;;;;;
17208;20240617;201912;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;74,089.51;;;;;;;;
17209;20240617;201912;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;41,660.39;;;;;;;;
17210;20240617;201912;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;39,123.71;;;;;;;;
17211;20240617;201912;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;66,104.77;;;;;;;;
17212;20240617;201912;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;1,976.27;;;;;;;;
17213;20240617;201912;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;1,995.17;;;;;;;;
17214;20240617;201912;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;5,357,089.38;;;;;;;;
17215;20240617;201912;Larga Distancia Nacional;ANURA PERU S.A.C.;A;Preselección;5,344.00;;;;;;;;
17216;20240617;201912;Larga Distancia Internacional - Saliente;ANURA PERU S.A.C.;A;Preselección;15,197.00;;;;;;;;
17217;20240617;201912;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;22,557.00;;;;;;;;
17218;20240617;201912;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;887.00;;;;;;;;
17219;20240617;201912;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;2,636.00;;;;;;;;
17220;20240617;201912;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;2,345.00;;;;;;;;
17221;20240617;201912;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;18,468.00;;;;;;;;
17222;20240617;201912;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;918,864.00;;;;;;;;
17223;20240617;201912;Larga Distancia Nacional;ENTEL PERÚ S.A.;A;Preselección;35,745.22;;;;;;;;
17224;20240617;201912;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;B;Llamada por Llamada;10,450.18;;;;;;;;
17225;20240617;201912;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;4,995,359.70;;;;;;;;
17226;20240617;201912;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;5,641,785.50;;;;;;;;
17227;20240617;201912;Larga Distancia Internacional - Saliente;FLASH SERVICIOS PERÚ S.R.L.;D;Tráfico originado en líneas de telefonía móvil;22,104.26;;;;;;;;
17228;20240617;201912;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;38.90;;;;;;;;
17229;20240617;201912;Larga Distancia Nacional;GTD PERÚ S.A.;B;Llamada por Llamada;1,143.78;;;;;;;;
17230;20240617;201912;Larga Distancia Nacional;GTD PERÚ S.A.;F;Tráfico a través de Interoperabilidad - 15XX;359.72;;;;;;;;
17231;20240617;201912;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;1,505,219.43;;;;;;;;
17232;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;668,148.95;;;;;;;;
17233;20240617;201912;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;15,193.57;;;;;;;;
17234;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;5,593.87;;;;;;;;
17235;20240617;201912;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;8,981.52;;;;;;;;
17236;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;251.55;;;;;;;;
17237;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;4,453,835.63;;;;;;;;
17238;20240617;201912;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;38,976.81;;;;;;;;
17239;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;14,822.72;;;;;;;;
17240;20240617;201912;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;381,911.95;;;;;;;;
17241;20240617;201912;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de Interoperabilidad - 15XX;33,996.62;;;;;;;;
17242;20240617;201912;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;14,326,510.16;;;;;;;;
17243;20240617;201912;Larga Distancia Nacional;VIETTEL PERU S.A.C.;A;Preselección;134.98;;;;;;;;
17244;20240617;201912;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;B;Llamada por Llamada;346.88;;;;;;;;
17245;20240617;201912;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;776,665.25;;;;;;;;
17246;20240617;201912;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,860,407.07;;;;;;;;
17247;20240617;201912;Larga Distancia Internacional - Saliente;WIN EMPRESAS S.A.C.;G;Otros tráficos no incluidos;53,825.20;;;;;;;;
17248;20240617;201912;Larga Distancia Internacional - Entrante;WIN EMPRESAS S.A.C.;H;No reportado;30,125.21;;;;;;;;
17249;20240617;202001;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;630,472.25;;;;;;;;
17250;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;496,505.31;;;;;;;;
17251;20240617;202001;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;38,356.07;;;;;;;;
17252;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;3,105.81;;;;;;;;
17253;20240617;202001;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;89,388.95;;;;;;;;
17254;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;63,206.08;;;;;;;;
17255;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;4,025,366.08;;;;;;;;
17256;20240617;202001;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;3,506.94;;;;;;;;
17257;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;24,122.00;;;;;;;;
17258;20240617;202001;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de interoperabilidad - 15XX;6.30;;;;;;;;
17259;20240617;202001;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de interoperabilidad - 15XX;50.67;;;;;;;;
17260;20240617;202001;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;29,233,361.17;;;;;;;;
17261;20240617;202001;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;61,086.31;;;;;;;;
17262;20240617;202001;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;45,277.44;;;;;;;;
17263;20240617;202001;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;34,369.39;;;;;;;;
17264;20240617;202001;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;68,264.95;;;;;;;;
17265;20240617;202001;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de interoperabilidad - 15XX;1,421.12;;;;;;;;
17266;20240617;202001;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de interoperabilidad - 15XX;1,769.26;;;;;;;;
17267;20240617;202001;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;155,569.08;;;;;;;;
17268;20240617;202001;Larga Distancia Nacional;ANURA PERU S.A.C.;A;Preselección;6,865.00;;;;;;;;
17269;20240617;202001;Larga Distancia Internacional - Saliente;ANURA PERU S.A.C.;A;Preselección;25,891.00;;;;;;;;
17270;20240617;202001;Larga Distancia Nacional;ANURA PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;248.43;;;;;;;;
17271;20240617;202001;Larga Distancia Internacional - Entrante;ANURA PERU S.A.C.;H;No reportado;25,891.00;;;;;;;;
17272;20240617;202001;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;17,858.00;;;;;;;;
17273;20240617;202001;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;963.00;;;;;;;;
17274;20240617;202001;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;4,229.00;;;;;;;;
17275;20240617;202001;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;2,629.00;;;;;;;;
17276;20240617;202001;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;19,016.00;;;;;;;;
17277;20240617;202001;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;1,058,716.00;;;;;;;;
17278;20240617;202001;Larga Distancia Nacional;ENTEL PERÚ S.A.;A;Preselección;31,798.53;;;;;;;;
17279;20240617;202001;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;B;Llamada por Llamada;9,143.25;;;;;;;;
17280;20240617;202001;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;5,235,042.61;;;;;;;;
17281;20240617;202001;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;13,399,914.82;;;;;;;;
17282;20240617;202001;Larga Distancia Internacional - Saliente;FLASH SERVICIOS PERÚ S.R.L.;D;Tráfico originado en líneas de telefonía móvil;24,806.25;;;;;;;;
17283;20240617;202001;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;9.15;;;;;;;;
17284;20240617;202001;Larga Distancia Nacional;PRISONTEC S.A.C;E;Tráfico originado en teléfonos de uso público de la empresa;135,336.50;;;;;;;;
17285;20240617;202001;Larga Distancia Internacional - Saliente;PRISONTEC S.A.C;E;Tráfico originado en teléfonos de uso público de la empresa;300,020.50;;;;;;;;
17286;20240617;202001;Larga Distancia Nacional;SERVICIOS GLOBALES DE TELECOMUNICACIONES S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;34,092.02;;;;;;;;
17287;20240617;202001;Larga Distancia Internacional - Saliente;SERVICIOS GLOBALES DE TELECOMUNICACIONES S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;11,783.00;;;;;;;;
17288;20240617;202001;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;1,516,894.25;;;;;;;;
17289;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;811,929.80;;;;;;;;
17290;20240617;202001;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;15,319.23;;;;;;;;
17291;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;6,313.51;;;;;;;;
17292;20240617;202001;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;226,326.22;;;;;;;;
17293;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;7,419.69;;;;;;;;
17294;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;4,404,849.78;;;;;;;;
17295;20240617;202001;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;35,670.65;;;;;;;;
17296;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;14,636.13;;;;;;;;
17297;20240617;202001;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de interoperabilidad - 15XX;745,184.81;;;;;;;;
17298;20240617;202001;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de interoperabilidad - 15XX;6,065.69;;;;;;;;
17299;20240617;202001;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;16,678,331.89;;;;;;;;
17300;20240617;202001;Larga Distancia Nacional;VIETTEL PERU S.A.C.;A;Preselección;105.92;;;;;;;;
17301;20240617;202001;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;B;Llamada por Llamada;53.94;;;;;;;;
17302;20240617;202001;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;743,276.44;;;;;;;;
17303;20240617;202001;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,798,662.71;;;;;;;;
17304;20240617;202001;Larga Distancia Internacional - Saliente;WIN EMPRESAS S.A.C.;G;Otros tráficos no incluidos;55,834.20;;;;;;;;
17305;20240617;202001;Larga Distancia Internacional - Entrante;WIN EMPRESAS S.A.C.;H;No reportado;30,417.83;;;;;;;;
17306;20240617;202002;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;619,388.00;;;;;;;;
17307;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;457,699.03;;;;;;;;
17308;20240617;202002;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;33,229.56;;;;;;;;
17309;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;3,123.02;;;;;;;;
17310;20240617;202002;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;87,067.45;;;;;;;;
17311;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;58,228.98;;;;;;;;
17312;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;4,234,223.02;;;;;;;;
17313;20240617;202002;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;3,408.08;;;;;;;;
17314;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;25,282.00;;;;;;;;
17315;20240617;202002;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;F;Tráfico a través de interoperabilidad - 15XX;41.92;;;;;;;;
17316;20240617;202002;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;30,110,688.36;;;;;;;;
17317;20240617;202002;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;67,926.10;;;;;;;;
17318;20240617;202002;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;38,306.21;;;;;;;;
17319;20240617;202002;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;29,038.58;;;;;;;;
17320;20240617;202002;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;60,758.33;;;;;;;;
17321;20240617;202002;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;F;Tráfico a través de interoperabilidad - 15XX;1,630.07;;;;;;;;
17322;20240617;202002;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;F;Tráfico a través de interoperabilidad - 15XX;1,361.46;;;;;;;;
17323;20240617;202002;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;1,375,736.78;;;;;;;;
17324;20240617;202002;Larga Distancia Nacional;ANURA PERU S.A.C.;A;Preselección;7,040.00;;;;;;;;
17325;20240617;202002;Larga Distancia Internacional - Saliente;ANURA PERU S.A.C.;A;Preselección;24,752.00;;;;;;;;
17326;20240617;202002;Larga Distancia Nacional;ANURA PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;148.67;;;;;;;;
17327;20240617;202002;Larga Distancia Internacional - Entrante;ANURA PERU S.A.C.;H;No reportado;24,752.00;;;;;;;;
17328;20240617;202002;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;19,495.00;;;;;;;;
17329;20240617;202002;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;827.00;;;;;;;;
17330;20240617;202002;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;3,311.00;;;;;;;;
17331;20240617;202002;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;1,933.00;;;;;;;;
17332;20240617;202002;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;16,745.00;;;;;;;;
17333;20240617;202002;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;1,000,136.00;;;;;;;;
17334;20240617;202002;Larga Distancia Nacional;ENTEL PERÚ S.A.;A;Preselección;35,032.90;;;;;;;;
17335;20240617;202002;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;B;Llamada por Llamada;13,265.93;;;;;;;;
17336;20240617;202002;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;5,120,934.05;;;;;;;;
17337;20240617;202002;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;8,439,658.27;;;;;;;;
17338;20240617;202002;Larga Distancia Internacional - Saliente;FLASH SERVICIOS PERÚ S.R.L.;D;Tráfico originado en líneas de telefonía móvil;22,464.03;;;;;;;;
17339;20240617;202002;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;7.27;;;;;;;;
17340;20240617;202002;Larga Distancia Nacional;PRISONTEC S.A.C;E;Tráfico originado en teléfonos de uso público de la empresa;120,757.32;;;;;;;;
17341;20240617;202002;Larga Distancia Internacional - Saliente;PRISONTEC S.A.C;E;Tráfico originado en teléfonos de uso público de la empresa;279,776.55;;;;;;;;
17342;20240617;202002;Larga Distancia Nacional;SERVICIOS GLOBALES DE TELECOMUNICACIONES S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;34,557.12;;;;;;;;
17343;20240617;202002;Larga Distancia Internacional - Saliente;SERVICIOS GLOBALES DE TELECOMUNICACIONES S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;11,756.78;;;;;;;;
17344;20240617;202002;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;1,303,418.63;;;;;;;;
17345;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;825,464.46;;;;;;;;
17346;20240617;202002;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;12,970.12;;;;;;;;
17347;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;B;Llamada por Llamada;6,198.76;;;;;;;;
17348;20240617;202002;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;234,310.09;;;;;;;;
17349;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;6,005.96;;;;;;;;
17350;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;D;Tráfico originado en líneas de telefonía móvil;4,082,704.27;;;;;;;;
17351;20240617;202002;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;36,049.05;;;;;;;;
17352;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;14,939.72;;;;;;;;
17353;20240617;202002;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de interoperabilidad - 15XX;696,486.44;;;;;;;;
17354;20240617;202002;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;F;Tráfico a través de interoperabilidad - 15XX;4,389.67;;;;;;;;
17355;20240617;202002;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;15,274,541.62;;;;;;;;
17356;20240617;202002;Larga Distancia Nacional;VIETTEL PERU S.A.C.;A;Preselección;131.93;;;;;;;;
17357;20240617;202002;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;B;Llamada por Llamada;81.31;;;;;;;;
17358;20240617;202002;Larga Distancia Internacional - Saliente;VIETTEL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;670,135.56;;;;;;;;
17359;20240617;202002;Larga Distancia Internacional - Entrante;VIETTEL PERU S.A.C.;H;No reportado;3,684,191.45;;;;;;;;
17360;20240617;202002;Larga Distancia Internacional - Saliente;WIN EMPRESAS S.A.C.;G;Otros tráficos no incluidos;55,245.50;;;;;;;;
17361;20240617;202002;Larga Distancia Internacional - Entrante;WIN EMPRESAS S.A.C.;H;No reportado;32,439.76;;;;;;;;
17362;20240617;202003;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;A;Preselección;641,922.31;;;;;;;;
17363;20240617;202003;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;A;Preselección;467,523.19;;;;;;;;
17364;20240617;202003;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;34,719.19;;;;;;;;
17365;20240617;202003;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;B;Llamada por Llamada;3,245.17;;;;;;;;
17366;20240617;202003;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;109,293.63;;;;;;;;
17367;20240617;202003;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;C;Tarjetas de Pago;72,108.91;;;;;;;;
17368;20240617;202003;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;4,403,678.18;;;;;;;;
17369;20240617;202003;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;3,870.57;;;;;;;;
17370;20240617;202003;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;20,502.00;;;;;;;;
