NUM;FECHA_CORTE;PERIODO;TIPO_LARGA_DISTANCIA;EMPRESA;CÓDIGO;TIPO_TRÁFICO;TRÁFICO;;;;;;;;
2981;20240617;200506;Larga Distancia Internacional - Entrante;SITEL S.A.  ;H;No reportado;370,399.79;;;;;;;;
2982;20240617;200506;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;27,329,860.00;;;;;;;;
2983;20240617;200506;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;5,118,147.00;;;;;;;;
2984;20240617;200506;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;17,960,567.00;;;;;;;;
2985;20240617;200506;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;6,055,078.00;;;;;;;;
2986;20240617;200506;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;17,017,043.00;;;;;;;;
2987;20240617;200506;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;1,193,528.00;;;;;;;;
2988;20240617;200506;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;60,135,247.00;;;;;;;;
2989;20240617;200506;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;D;Tráfico originado en líneas de telefonía móvil;4,422,557.48;;;;;;;;
2990;20240617;200506;Larga Distancia Internacional - Saliente;TELEFÓNICA MÓVILES S.A.;D;Tráfico originado en líneas de telefonía móvil;1,284,156.78;;;;;;;;
2991;20240617;200506;Larga Distancia Internacional - Entrante;TELEFÓNICA MÓVILES S.A.;H;No reportado;3,355,939.34;;;;;;;;
2992;20240617;200506;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;A;Preselección;2,548,468.07;;;;;;;;
2993;20240617;200506;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;A;Preselección;755,375.81;;;;;;;;
2994;20240617;200506;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;36,959.00;;;;;;;;
2995;20240617;200506;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;681.00;;;;;;;;
2996;20240617;200506;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;1,081,659.00;;;;;;;;
2997;20240617;200506;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;52,218.00;;;;;;;;
2998;20240617;200506;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;326,919.61;;;;;;;;
2999;20240617;200506;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;183,548.41;;;;;;;;
3000;20240617;200506;Larga Distancia Internacional - Entrante;TELMEX PERÚ S.A./ AT & T;H;No reportado;41,463,195.00;;;;;;;;
3001;20240617;200507;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;5,312,492.00;;;;;;;;
3002;20240617;200507;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;1,340,709.00;;;;;;;;
3003;20240617;200507;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;3,371,615.00;;;;;;;;
3004;20240617;200507;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;1,838,524.00;;;;;;;;
3005;20240617;200507;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;506,601.83;;;;;;;;
3006;20240617;200507;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;3,476,462.00;;;;;;;;
3007;20240617;200507;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;1,752,128.83;;;;;;;;
3008;20240617;200507;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;539,727.00;;;;;;;;
3009;20240617;200507;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;157,513.42;;;;;;;;
3010;20240617;200507;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;25,251,724.00;;;;;;;;
3011;20240617;200507;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;25,868,403.00;;;;;;;;
3012;20240617;200507;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;379,068.00;;;;;;;;
3013;20240617;200507;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;139,112.00;;;;;;;;
3014;20240617;200507;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;1,334,692.00;;;;;;;;
3015;20240617;200507;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;717,130.00;;;;;;;;
3016;20240617;200507;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;1,780,049.00;;;;;;;;
3017;20240617;200507;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;89,547.00;;;;;;;;
3018;20240617;200507;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;7,099,945.00;;;;;;;;
3019;20240617;200507;Larga Distancia Nacional;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;30.00;;;;;;;;
3020;20240617;200507;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;127.00;;;;;;;;
3021;20240617;200507;Larga Distancia Nacional;DIGITAL WAY S.A. / 1910 S.A.  ;B;Llamada por Llamada;11,009.00;;;;;;;;
3022;20240617;200507;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;B;Llamada por Llamada;61,447.00;;;;;;;;
3023;20240617;200507;Larga Distancia Nacional;ENTEL PERÚ S.A.;C;Tarjetas de Pago;1,257.00;;;;;;;;
3024;20240617;200507;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;C;Tarjetas de Pago;1,643.00;;;;;;;;
3025;20240617;200507;Larga Distancia Nacional;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;1,502,695.55;;;;;;;;
3026;20240617;200507;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;452,188.80;;;;;;;;
3027;20240617;200507;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;361,073.90;;;;;;;;
3028;20240617;200507;Larga Distancia Nacional;GAMACOM S.A.C.;A;Preselección;2,052.98;;;;;;;;
3029;20240617;200507;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;A;Preselección;3,623.53;;;;;;;;
3030;20240617;200507;Larga Distancia Nacional;GAMACOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;1,185,571.35;;;;;;;;
3031;20240617;200507;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;152,820.12;;;;;;;;
3032;20240617;200507;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;583,484.00;;;;;;;;
3033;20240617;200507;Larga Distancia Internacional - Saliente;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;1,654.00;;;;;;;;
3034;20240617;200507;Larga Distancia Internacional - Entrante;GILAT TO HOME PERÚ S.A.C.;H;No reportado;223,645.00;;;;;;;;
3035;20240617;200507;Larga Distancia Nacional;IDT PERÚ S.R.L.;A;Preselección;12,859.00;;;;;;;;
3036;20240617;200507;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;A;Preselección;26,462.00;;;;;;;;
3037;20240617;200507;Larga Distancia Nacional;IDT PERÚ S.R.L.;C;Tarjetas de Pago;7,008,287.86;;;;;;;;
3038;20240617;200507;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;3,453,956.00;;;;;;;;
3039;20240617;200507;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;24,071,498.00;;;;;;;;
3040;20240617;200507;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;A;Preselección;80,505.45;;;;;;;;
3041;20240617;200507;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;C;Tarjetas de Pago;34,255.00;;;;;;;;
3042;20240617;200507;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;D;Tráfico originado en líneas de telefonía móvil;297,162.50;;;;;;;;
3043;20240617;200507;Larga Distancia Nacional;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3 / CENTURYLINK;A;Preselección;215,198.00;;;;;;;;
3044;20240617;200507;Larga Distancia Nacional;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3 / CENTURYLINK;C;Tarjetas de Pago;565,495.34;;;;;;;;
3045;20240617;200507;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;38,482.00;;;;;;;;
3046;20240617;200507;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;71,583.77;;;;;;;;
3047;20240617;200507;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;7,044.00;;;;;;;;
3048;20240617;200507;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;11,782.00;;;;;;;;
3049;20240617;200507;Larga Distancia Nacional;L.A. & C. PERÚ S.A.;A;Preselección;12,904.00;;;;;;;;
3050;20240617;200507;Larga Distancia Internacional - Saliente;L.A. & C. PERÚ S.A.;A;Preselección;17,484.00;;;;;;;;
3051;20240617;200507;Larga Distancia Internacional - Entrante;L.A. & C. PERÚ S.A.;H;No reportado;285,637.00;;;;;;;;
3052;20240617;200507;Larga Distancia Nacional;LAT PERÚ S.A.C.;C;Tarjetas de Pago;10,296.00;;;;;;;;
3053;20240617;200507;Larga Distancia Internacional - Saliente;LATPERÚ S.A.C.;C;Tarjetas de Pago;200,322.00;;;;;;;;
3054;20240617;200507;Larga Distancia Internacional - Entrante;LATPERÚ S.A.C.;H;No reportado;49,707.00;;;;;;;;
3055;20240617;200507;Larga Distancia Nacional;LD TELECOM S.A.C. (AHORA IBASIS);C;Tarjetas de Pago;1,393.00;;;;;;;;
3056;20240617;200507;Larga Distancia Internacional - Saliente;LD TELECOM S.A.C. / IBASIS;C;Tarjetas de Pago;127,865.00;;;;;;;;
3057;20240617;200507;Larga Distancia Internacional - Entrante;LD TELECOM S.A.C. / IBASIS;H;No reportado;425,332.00;;;;;;;;
3058;20240617;200507;Larga Distancia Nacional;MILLICOM PERÚ S.A.  ;A;Preselección;69.00;;;;;;;;
3059;20240617;200507;Larga Distancia Internacional - Saliente;NORTEK;A;Preselección;69.00;;;;;;;;
3060;20240617;200507;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;506,084.70;;;;;;;;
3061;20240617;200507;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;262,259.55;;;;;;;;
3062;20240617;200507;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;120,204.77;;;;;;;;
3063;20240617;200507;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;70,166.60;;;;;;;;
3064;20240617;200507;Larga Distancia Nacional;RURAL TELECOM S.A.C.;C;Tarjetas de Pago;144,232.00;;;;;;;;
3065;20240617;200507;Larga Distancia Nacional;RURAL TELECOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;240,920.00;;;;;;;;
3066;20240617;200507;Larga Distancia Nacional;SITEL S.A.  ;A;Preselección;16,656.55;;;;;;;;
3067;20240617;200507;Larga Distancia Internacional - Saliente;SITEL S.A.  ;A;Preselección;21,718.02;;;;;;;;
3068;20240617;200507;Larga Distancia Nacional;SITEL S.A.  ;C;Tarjetas de Pago;13,781.90;;;;;;;;
3069;20240617;200507;Larga Distancia Internacional - Saliente;SITEL S.A.  ;C;Tarjetas de Pago;78,767.00;;;;;;;;
3070;20240617;200507;Larga Distancia Internacional - Entrante;SITEL S.A.  ;H;No reportado;242,493.85;;;;;;;;
3071;20240617;200507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;28,598,819.00;;;;;;;;
3072;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;5,428,972.00;;;;;;;;
3073;20240617;200507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;17,959,676.00;;;;;;;;
3074;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;6,788,812.00;;;;;;;;
3075;20240617;200507;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;18,266,325.00;;;;;;;;
3076;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;1,606,152.00;;;;;;;;
3077;20240617;200507;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;65,599,849.33;;;;;;;;
3078;20240617;200507;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;A;Preselección;10,680.00;;;;;;;;
3079;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA MÓVILES S.A.;A;Preselección;5,141.00;;;;;;;;
3080;20240617;200507;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;C;Tarjetas de Pago;253,686.00;;;;;;;;
3081;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA MÓVILES S.A.;C;Tarjetas de Pago;87,844.00;;;;;;;;
3082;20240617;200507;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;D;Tráfico originado en líneas de telefonía móvil;4,397,231.95;;;;;;;;
3083;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA MÓVILES S.A.;D;Tráfico originado en líneas de telefonía móvil;1,221,241.28;;;;;;;;
3084;20240617;200507;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;272,605.18;;;;;;;;
3085;20240617;200507;Larga Distancia Internacional - Saliente;TELEFÓNICA MÓVILES S.A.;E;Tráfico originado en teléfonos de uso público de la empresa;222,270.00;;;;;;;;
3086;20240617;200507;Larga Distancia Internacional - Entrante;TELEFÓNICA MÓVILES S.A.;H;No reportado;8,531,799.00;;;;;;;;
3087;20240617;200507;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;A;Preselección;2,510,791.00;;;;;;;;
3088;20240617;200507;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;A;Preselección;696,631.37;;;;;;;;
3089;20240617;200507;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;43,048.00;;;;;;;;
3090;20240617;200507;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;B;Llamada por Llamada;4,324.00;;;;;;;;
3091;20240617;200507;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;1,089,595.00;;;;;;;;
3092;20240617;200507;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;C;Tarjetas de Pago;69,943.00;;;;;;;;
3093;20240617;200507;Larga Distancia Nacional;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;317,265.00;;;;;;;;
3094;20240617;200507;Larga Distancia Internacional - Saliente;TELMEX PERÚ S.A./ AT & T;E;Tráfico originado en teléfonos de uso público de la empresa;135,634.00;;;;;;;;
3095;20240617;200507;Larga Distancia Internacional - Entrante;TELMEX PERÚ S.A./ AT & T;H;No reportado;45,017,915.00;;;;;;;;
3096;20240617;200508;Larga Distancia Nacional;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;4,874,537.00;;;;;;;;
3097;20240617;200508;Larga Distancia Internacional - Saliente;AMERICA MOVIL PERU S.A.C.;D;Tráfico originado en líneas de telefonía móvil;1,500,336.00;;;;;;;;
3098;20240617;200508;Larga Distancia Internacional - Entrante;AMERICA MOVIL PERU S.A.C.;H;No reportado;3,568,263.00;;;;;;;;
3099;20240617;200508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;A;Preselección;1,956,891.00;;;;;;;;
3100;20240617;200508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;A;Preselección;562,686.12;;;;;;;;
3101;20240617;200508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;3,441,553.00;;;;;;;;
3102;20240617;200508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;B;Llamada por Llamada;1,881,744.26;;;;;;;;
3103;20240617;200508;Larga Distancia Nacional;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;546,110.00;;;;;;;;
3104;20240617;200508;Larga Distancia Internacional - Saliente;AMERICATEL PERÚ S.A.;C;Tarjetas de Pago;148,095.45;;;;;;;;
3105;20240617;200508;Larga Distancia Internacional - Entrante;AMERICATEL PERÚ S.A.;H;No reportado;26,003,378.00;;;;;;;;
3106;20240617;200508;Larga Distancia Internacional - Entrante;CIRION TECHNOLOGIES PERÚ S.A.;H;No reportado;27,125,469.00;;;;;;;;
3107;20240617;200508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;A;Preselección;507,657.00;;;;;;;;
3108;20240617;200508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;A;Preselección;164,052.00;;;;;;;;
3109;20240617;200508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;1,680,168.00;;;;;;;;
3110;20240617;200508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;B;Llamada por Llamada;694,774.00;;;;;;;;
3111;20240617;200508;Larga Distancia Nacional;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;2,746,973.00;;;;;;;;
3112;20240617;200508;Larga Distancia Internacional - Saliente;CONVERGIA PERÚ S.A.;C;Tarjetas de Pago;116,321.00;;;;;;;;
3113;20240617;200508;Larga Distancia Internacional - Entrante;CONVERGIA PERÚ S.A.;H;No reportado;5,551,834.00;;;;;;;;
3114;20240617;200508;Larga Distancia Nacional;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;35.00;;;;;;;;
3115;20240617;200508;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;A;Preselección;77.00;;;;;;;;
3116;20240617;200508;Larga Distancia Nacional;DIGITAL WAY S.A. / 1910 S.A.  ;B;Llamada por Llamada;9,843.00;;;;;;;;
3117;20240617;200508;Larga Distancia Internacional - Saliente;DIGITAL WAY S.A. / 1910 S.A.  ;B;Llamada por Llamada;57,798.00;;;;;;;;
3118;20240617;200508;Larga Distancia Nacional;ENTEL PERÚ S.A.;C;Tarjetas de Pago;3,987.00;;;;;;;;
3119;20240617;200508;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;C;Tarjetas de Pago;3,418.00;;;;;;;;
3120;20240617;200508;Larga Distancia Nacional;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;1,800,519.37;;;;;;;;
3121;20240617;200508;Larga Distancia Internacional - Saliente;ENTEL PERÚ S.A.;D;Tráfico originado en líneas de telefonía móvil;495,034.20;;;;;;;;
3122;20240617;200508;Larga Distancia Internacional - Entrante;ENTEL PERÚ S.A.;H;No reportado;391,784.19;;;;;;;;
3123;20240617;200508;Larga Distancia Nacional;GAMACOM S.A.C.;A;Preselección;1,749.65;;;;;;;;
3124;20240617;200508;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;A;Preselección;4,649.37;;;;;;;;
3125;20240617;200508;Larga Distancia Nacional;GAMACOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;1,248,947.10;;;;;;;;
3126;20240617;200508;Larga Distancia Internacional - Saliente;GAMACOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;162,886.68;;;;;;;;
3127;20240617;200508;Larga Distancia Nacional;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;584,081.00;;;;;;;;
3128;20240617;200508;Larga Distancia Internacional - Saliente;GILAT TO HOME PERÚ S.A.;C;Tarjetas de Pago;1,661.00;;;;;;;;
3129;20240617;200508;Larga Distancia Internacional - Entrante;GILAT TO HOME PERÚ S.A.C.;H;No reportado;188,960.00;;;;;;;;
3130;20240617;200508;Larga Distancia Nacional;IDT PERÚ S.R.L.;A;Preselección;16,635.00;;;;;;;;
3131;20240617;200508;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;A;Preselección;36,550.00;;;;;;;;
3132;20240617;200508;Larga Distancia Nacional;IDT PERÚ S.R.L.;C;Tarjetas de Pago;6,655,499.24;;;;;;;;
3133;20240617;200508;Larga Distancia Internacional - Saliente;IDT PERÚ S.R.L.;C;Tarjetas de Pago;3,463,640.85;;;;;;;;
3134;20240617;200508;Larga Distancia Internacional - Entrante;IDT PERÚ S.R.L.;H;No reportado;25,543,782.00;;;;;;;;
3135;20240617;200508;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;A;Preselección;101,042.03;;;;;;;;
3136;20240617;200508;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;C;Tarjetas de Pago;33,149.00;;;;;;;;
3137;20240617;200508;Larga Distancia Internacional - Saliente;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3;D;Tráfico originado en líneas de telefonía móvil;321,924.77;;;;;;;;
3138;20240617;200508;Larga Distancia Nacional;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3 / CENTURYLINK;A;Preselección;223,156.00;;;;;;;;
3139;20240617;200508;Larga Distancia Nacional;IMPSAT PERÚ S.A.C. / GLOBAL CROSSING / LEVEL 3 / CENTURYLINK;C;Tarjetas de Pago;541,425.00;;;;;;;;
3140;20240617;200508;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;42,349.35;;;;;;;;
3141;20240617;200508;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;A;Preselección;77,977.35;;;;;;;;
3142;20240617;200508;Larga Distancia Nacional;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;6,756.00;;;;;;;;
3143;20240617;200508;Larga Distancia Internacional - Saliente;INFODUCTOS Y TELECOMUNICACIONES DEL PERU S.A.;B;Llamada por Llamada;22,599.00;;;;;;;;
3144;20240617;200508;Larga Distancia Nacional;L.A. & C. PERÚ S.A.;A;Preselección;16,064.00;;;;;;;;
3145;20240617;200508;Larga Distancia Internacional - Saliente;L.A. & C. PERÚ S.A.;A;Preselección;22,142.00;;;;;;;;
3146;20240617;200508;Larga Distancia Internacional - Entrante;L.A. & C. PERÚ S.A.;H;No reportado;319,427.00;;;;;;;;
3147;20240617;200508;Larga Distancia Nacional;LAT PERÚ S.A.C.;C;Tarjetas de Pago;12,717.00;;;;;;;;
3148;20240617;200508;Larga Distancia Internacional - Saliente;LATPERÚ S.A.C.;C;Tarjetas de Pago;196,865.00;;;;;;;;
3149;20240617;200508;Larga Distancia Internacional - Entrante;LATPERÚ S.A.C.;H;No reportado;49,238.00;;;;;;;;
3150;20240617;200508;Larga Distancia Nacional;LD TELECOM S.A.C. (AHORA IBASIS);C;Tarjetas de Pago;2.00;;;;;;;;
3151;20240617;200508;Larga Distancia Internacional - Saliente;LD TELECOM S.A.C. / IBASIS;C;Tarjetas de Pago;233,706.00;;;;;;;;
3152;20240617;200508;Larga Distancia Internacional - Entrante;LD TELECOM S.A.C. / IBASIS;H;No reportado;228,333.00;;;;;;;;
3153;20240617;200508;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;A;Preselección;539,014.10;;;;;;;;
3154;20240617;200508;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;B;Llamada por Llamada;271,441.32;;;;;;;;
3155;20240617;200508;Larga Distancia Nacional;PERUSAT S.A./ VELATEL / OLO;C;Tarjetas de Pago;46,778.97;;;;;;;;
3156;20240617;200508;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;A;Preselección;128,356.68;;;;;;;;
3157;20240617;200508;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;B;Llamada por Llamada;65,273.25;;;;;;;;
3158;20240617;200508;Larga Distancia Internacional - Saliente;PERUSAT S.A./ VELATEL / OLO DEL PERÚ S.A.C.;C;Tarjetas de Pago;15,370.48;;;;;;;;
3159;20240617;200508;Larga Distancia Nacional;RURAL TELECOM S.A.C.;C;Tarjetas de Pago;146,283.00;;;;;;;;
3160;20240617;200508;Larga Distancia Nacional;RURAL TELECOM S.A.C.;E;Tráfico originado en teléfonos de uso público de la empresa;240,410.00;;;;;;;;
3161;20240617;200508;Larga Distancia Nacional;SITEL S.A.  ;A;Preselección;18,282.47;;;;;;;;
3162;20240617;200508;Larga Distancia Internacional - Saliente;SITEL S.A.  ;A;Preselección;22,822.08;;;;;;;;
3163;20240617;200508;Larga Distancia Nacional;SITEL S.A.  ;C;Tarjetas de Pago;15,575.70;;;;;;;;
3164;20240617;200508;Larga Distancia Internacional - Saliente;SITEL S.A.  ;C;Tarjetas de Pago;96,981.00;;;;;;;;
3165;20240617;200508;Larga Distancia Internacional - Entrante;SITEL S.A.  ;H;No reportado;233,891.82;;;;;;;;
3166;20240617;200508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;28,388,884.00;;;;;;;;
3167;20240617;200508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;A;Preselección;5,325,423.00;;;;;;;;
3168;20240617;200508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;18,395,643.00;;;;;;;;
3169;20240617;200508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;C;Tarjetas de Pago;6,918,477.00;;;;;;;;
3170;20240617;200508;Larga Distancia Nacional;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;18,532,131.00;;;;;;;;
3171;20240617;200508;Larga Distancia Internacional - Saliente;TELEFÓNICA DEL PERÚ S.A.A.;E;Tráfico originado en teléfonos de uso público de la empresa;1,531,201.00;;;;;;;;
3172;20240617;200508;Larga Distancia Internacional - Entrante;TELEFÓNICA DEL PERÚ S.A.A.;H;No reportado;64,040,684.86;;;;;;;;
3173;20240617;200508;Larga Distancia Nacional;TELEFÓNICA MÓVILES S.A.;A;Preselección;11,819.00;;;;;;;;
