Año,Mes,Canal,N° de expediente,Num certificado exportacion,Sede,Razon envio,TExpoAnimal.EMBARQUE_FECHA,TExpoAnimal.DESEMBARQUE_FECHA,Producto ,Categoria de riesgo,Unidad de medida,Peso,Cantidad envase,Tipo envase,TExpoAnimal.ID_SERVICIO,Fecha inspeccion,Inspeccion hora,Medio transporte,Pc Salida,Orden vuce,Pais destino,Punto llegada,Estado,Tipo de proceso,Tasa
2023,12,BPM,230180030650,230160000032,ICA,OTRO LUGAR DE INSPECCION,04/12/2023,11/12/2023,PERROS,0,NULL,0,1,EN PIE,NULL,01/12/2023,01:01:00,TERRESTRE,Complejo Aduanero de Carpitas,NULL,VENEZUELA,NULL,ACTIVO,E,6.12
2023,12,BPM,230180035865,230160000036,ICA,EN ORIGEN,28/12/2023,28/12/2023,PERROS,0,NULL,0,1,KENNEL,NULL,27/12/2023,01:01:00,AEREO,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,NULL,CHILE,NULL,ACTIVO,E,6.12
2023,12,BPM,230180035880,230160000037,ICA,EN ORIGEN,26/12/2023,27/12/2023,PERROS,0,NULL,0,1,ENVASE,NULL,22/12/2023,01:01:00,AEREO,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,NULL,CHILE,NULL,ACTIVO,E,6.12
2023,12,BPM,230180033124,230160000033,ICA,EN ORIGEN,15/12/2023,15/12/2023,PERROS,0,NULL,0,1,KENNEL,NULL,12/12/2023,13:01:00,AEREO,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,NULL,ARGENTINA,NULL,ACTIVO,E,6.12
2023,12,BPM,230180033276,230160000034,ICA,EN ORIGEN,15/12/2023,15/12/2023,PERROS,0,NULL,0,1,KENNEL,NULL,12/12/2023,13:01:00,AEREO,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,NULL,COLOMBIA,NULL,ACTIVO,E,6.12
2024,2,VUCE,240180007294,241800000001,ICA,OTRO LUGAR DE INSPECCION,13/02/2024,14/02/2024,REPTILES,3,UNIDAD,5000,5000,CAJAS DE CARTON,31,12/02/2024,10:00:00,NULL,ICA,O2024100060,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,2,VUCE,240180007295,241800000002,ICA,OTRO LUGAR DE INSPECCION,13/02/2024,14/02/2024,REPTILES,3,UNIDAD,500,500,CAJAS DE CARTON,31,12/02/2024,10:00:00,NULL,ICA,O2024100107,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,2,VUCE,240180007299,241800000003,ICA,OTRO LUGAR DE INSPECCION,13/02/2024,14/02/2024,REPTILES,3,UNIDAD,380,380,CAJAS DE CARTON,31,12/02/2024,10:00:00,NULL,ICA,O2024100185,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,3,VUCE,240180009747,241800000004,ICA,OTRO LUGAR DE INSPECCION,12/03/2024,13/03/2024,REPTILES,3,UNIDAD,5000,5000,CAJAS DE CARTON,31,11/03/2024,10:00:00,NULL,ICA,O2024173012,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,4,VUCE,240180012037,241800000005,ICA,OTRO LUGAR DE INSPECCION,04/05/2024,05/05/2024,REPTILES,3,UNIDAD,1020,1020,CAJAS DE CARTON,31,03/05/2024,10:00:00,NULL,ICA,O2024289253,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,4,VUCE,240180012111,241800000006,ICA,OTRO LUGAR DE INSPECCION,04/05/2024,05/05/2024,REPTILES,3,UNIDAD,1400,1400,CAJAS DE CARTON,31,03/05/2024,10:00:00,NULL,ICA,O2024293127,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,8,VUCE,240180017340,241800000007,ICA,OTRO LUGAR DE INSPECCION,21/08/2024,22/08/2024,REPTILES,3,UNIDAD,1352,1352,CAJAS DE CARTON,31,20/08/2024,10:00:00,NULL,ICA,O2024569579,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,9,VUCE,240180019603,241800000008,ICA,OTRO LUGAR DE INSPECCION,02/10/2024,03/10/2024,REPTILES,3,UNIDAD,1352,1352,CAJAS DE CARTON,31,01/10/2024,10:00:00,NULL,ICA,O2024684775,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,11,VUCE,240180023614,241800000009,ICA,OTRO LUGAR DE INSPECCION,27/11/2024,28/11/2024,REPTILES,3,UNIDAD,800,800,CAJAS DE CARTON,31,26/11/2024,10:00:00,NULL,ICA,O2024857583,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,12,VUCE,240180025491,241800000010,ICA,OTRO LUGAR DE INSPECCION,11/12/2024,12/12/2024,REPTILES,3,UNIDAD,3000,3000,CAJAS DE CARTON,31,10/12/2024,10:00:00,NULL,ICA,O2024898988,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,12,VUCE,240180027193,241800000011,ICA,OTRO LUGAR DE INSPECCION,18/12/2024,19/12/2024,REPTILES,3,UNIDAD,3000,3000,CAJAS DE CARTON,31,17/12/2024,10:00:00,NULL,ICA,O2024924239,EL SALVADOR,"AEROPUERTO INTERNACIONAL MONSEÑOR
OSCAR ARNULFO ROMERO Y GALDAMEZ",ACTIVO,E,6.12
2024,1,BPM,240180004032,240160000001,ICA,OTRO LUGAR DE INSPECCION,20/01/2024,21/01/2024,PERROS,0,NULL,0,1,BIG BAG PRODUCTO VETERINARIO,NULL,18/01/2024,01:01:00,TERRESTRE,"SANTA ROSA, TACNA",NULL,CHILE,NULL,ACTIVO,E,6.12
